id,cap_name,type,prevParentId,prevId,capability_lib_id,industry_tree_id,company_id,hierarchy_id,parentId,tags,location,technologies,mpath,capability
120,Move/Deliver,master,15616,15680,592,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],120.,
121,Order Validation,master,15680,15686,619,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],121.,
122,Inventory Reservations,master,15686,15687,508,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],122.,
123,Load Management,master,15680,15691,535,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],123.,
124,Compliance Management,master,15596,15695,257,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],124.,
125,Returns Management,master,15628,15699,800,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],125.,
126,Service,master,15616,15701,848,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],126.,
127,Technology,master,15512,15705,906,,,16,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],127.,
128,Infrastructure & Networks,master,15705,15711,489,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],128.,
129,Warehouse & Inventory Management,master,15512,15713,940,,,2,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],129.,
130,Inventory Management,master,15713,15719,507,,,2,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],130.,
131,Report,master,15719,15720,787,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],131.,
132,Treasury Services,master,15512,15724,926,,,17,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],132.,
133,Cash Management,master,15724,15728,200,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],133.,
134,Demand Forecast,master,15713,15730,359,,,1,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],134.,
135,Inbound/Receive,master,15713,15732,479,,,4,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],135.,
136,Pick/Pack/Ship,master,15732,15736,663,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],136.,
137,Contract Management,master,15640,15738,276,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],137.,
138,Supplier Relationship Management,master,15616,15740,898,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],138.,
139,Monitor,master,15740,15744,582,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],139.,
140,Lot Tracking & Traceability,master,15624,15746,541,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],140.,
141,Demand Planning,master,15628,15748,361,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],141.,
142,Forecasting,master,15748,15749,444,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],142.,
143,Monitor & Revise,master,15748,15751,584,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],143.,
144,Continuous Replenishment,master,15748,15753,275,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],144.,
145,Capacity Utilization,master,15634,15755,184,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],145.,
146,Destination Requirements,master,15634,15757,365,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],146.,
147,Master Data,master,15634,15759,571,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],147.,
148,Optimize Dispatch,master,15634,15761,615,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],148.,
149,Storage Facility,master,15634,15763,886,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],149.,
150,Materials Planning,master,15628,15765,574,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],150.,
151,Critical Materials Planning,master,15765,15767,302,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],151.,
152,Partner Planning,master,15765,15769,634,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],152.,
153,Production Planning,master,15628,15771,729,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],153.,
154,Market Production Planning,master,15771,15773,565,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],154.,
155,Capital Expense Policies,master,15771,15775,185,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],155.,
156,Optimization,master,15771,15777,614,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],156.,
157,Labor & Materials,master,15771,15779,523,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],157.,
158,Outsourcing Design,master,15771,15781,626,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],158.,
159,Production Process Design,master,15771,15783,730,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],159.,
160,Requirements,master,15699,15785,792,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],160.,
161,Assess Resources,master,15699,15787,111,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],161.,
162,Plans & Budgeting,master,15699,15789,667,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],162.,
163,Sourcing Planning,master,15628,15791,875,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],163.,
164,Requirements,master,15791,15793,792,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],164.,
165,Quality Planning,master,15628,15795,750,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],165.,
166,Aftermarket Service,master,15512,15797,99,,,14,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],166.,
167,Auctions,master,15797,15799,122,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],167.,
168,Pricing,master,15797,15801,691,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],168.,
169,Asset Management,master,15512,15803,116,,,18,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],169.,
170,Containers,master,15803,15805,272,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],170.,
171,Facility Maintenance,master,15803,15807,420,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],171.,
172,Decommission and Disposal,master,15803,15809,353,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],172.,
173,Infrastructure Management,master,15803,15811,490,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],173.,
174,Installation & Reinstatement,master,15803,15813,496,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],174.,
175,IP Management,master,15803,15815,517,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],175.,
176,Maintenance & Repair,master,15803,15817,547,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],176.,
177,Materials Management,master,15803,15819,573,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],177.,
178,Property Management,master,15803,15821,735,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],178.,
179,Resource Planning & Allocation,master,15803,15823,797,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],179.,
180,Asset Management,master,15514,15825,116,,,5,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],180.,
181,Business Acquisition,master,15514,15827,173,,,6,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],181.,
182,Business Development,master,15514,15829,177,,,2,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],182.,
183,Integrated Business Planning,master,15829,15830,500,,,1,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],183.,
184,Scenario Planning,master,15829,15832,834,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],184.,
185,Communications & PR,master,15514,15834,252,,,7,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],185.,
186,Contract Management,master,15514,15836,276,,,8,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],186.,
187,Business Continuity & Disaster Recovery (BCDR),master,15514,15838,176,,,9,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],187.,
188,Legal and IP Management,master,15514,15840,971,,,10,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],188.,
189,Store/Warehouse,master,15616,15842,887,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],189.,
190,Warehouse Operations,master,15842,15850,941,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],190.,
191,3rd Party Performance Tracking,master,15850,15852,82,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],191.,
192,Automated Retrieval Systems,master,15850,15854,127,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],192.,
193,Robotic Picking,master,15854,15856,814,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],193.,
194,Gesture Recognition,master,15854,15858,456,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],194.,
195,Wireless Industrial Gloves,master,15854,15860,949,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],195.,
196,Inventory Tracking,master,15850,15862,509,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],196.,
197,Optimization,master,15850,15864,614,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],197.,
198,Security,master,15850,15868,840,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],198.,
199,Warehouse Transfers,master,15850,15870,942,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],199.,
200,Repairs,master,15842,15872,785,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],200.,
201,Returns Management,master,15842,15874,800,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],201.,
202,Quality and Safety Management,master,15842,15876,746,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],202.,
203,Market & Sell,master,15616,15878,556,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],203.,
204,Sales and Planning - Customer,master,15878,15880,826,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],204.,
205,Account Management,master,15878,15882,84,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],205.,
206,Partnership Management,master,15882,15884,635,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],206.,
207,Customer Management,master,15882,15886,327,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],207.,
208,Order Management,master,15878,15888,618,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],208.,
209,Aftermarket Sales,master,15878,15890,98,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],209.,
210,Campaigns & Awareness,master,15878,15892,181,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],210.,
211,Reporting,master,15878,15894,788,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],211.,
212,Returns Management,master,15616,15896,800,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],212.,
213,Returns Management,master,15896,15898,800,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],213.,
214,Defective Products,master,15898,15900,355,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],214.,
215,Excess Products,master,15898,15902,416,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],215.,
216,Customer Service,master,15701,15904,338,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],216.,
217,Omnichannel,master,15904,15906,603,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],217.,
218,Conversational AI/Chatbots,master,15904,15908,281,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],218.,
219,Spare Parts Inventory Management,master,15701,15910,876,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],219.,
220,Sustainability,master,15512,15912,902,,,19,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],220.,
221,Equipment & Facilities,master,15912,15914,410,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],221.,
222,Packaging,master,15912,15916,627,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],222.,
223,Channels/Network,master,15584,15918,213,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],223.,
224,Collateral,master,15584,15920,243,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],224.,
225,Promotions,master,15584,15922,734,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],225.,
226,Public Relations,master,15576,15924,745,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],226.,
227,Media Management,master,15924,15926,576,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],227.,
228,Recall Management,master,15924,15928,761,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],228.,
229,Automated Guided Vehicles,master,15586,15930,126,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],229.,
230,Forklift,master,15930,15931,445,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],230.,
231,Driverless Train,master,15930,15933,382,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],231.,
232,Pallet Truck,master,15930,15935,630,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],232.,
233,Load Carrier,master,15930,15937,534,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],233.,
234,Light Load,master,15930,15939,531,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],234.,
235,Rail-Guided Vehicles,master,15930,15941,757,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],235.,
236,Connected Lift Truck,master,15930,15943,264,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],236.,
237,Conveyor Systems,master,15586,15945,282,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],237.,
238,Cranes & Hoists,master,15586,15947,296,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],238.,
239,Autonomous Vehicles & Drones,master,15586,15949,130,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],239.,
240,Monorail Systems,master,15586,15951,589,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],240.,
241,On-site Cranes,master,15586,15953,606,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],241.,
242,Skillet Line Communications,master,15586,15955,868,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],242.,
243,Materials Science,master,15512,15957,575,,,20,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],243.,
244,Blue Lasers/Precision Cutting,master,15957,15959,154,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],244.,
245,Ceramic Materials,master,15957,15961,206,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],245.,
246,Insulation,master,15957,15963,497,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],246.,
247,Additive Manufacturing,master,15957,15965,90,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],247.,
248,Nano Materials,master,15957,15967,595,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],248.,
249,Specialty Chemicals,master,15957,15969,878,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],249.,
250,Predictive Analytics,master,15564,15971,686,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],250.,
251,Autonomous Vehicles,master,15568,15973,129,,,1,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],251.,
252,Cognitive Computing,master,15568,15975,240,,,2,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],252.,
253,IoT & Sensors,master,15568,15977,515,,,3,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],253.,
254,Prototyping,master,15568,15979,741,,,4,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],254.,
255,Robotics,master,15568,15981,815,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],255.,
256,Asset Management,master,15596,15983,116,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],256.,
257,Electronic Asset Management,master,15983,15985,398,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],257.,
258,IP Management,master,15983,15987,517,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],258.,
259,Market Intelligence & Insight,master,15514,15989,562,,,12,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],259.,
260,Partnership Management,master,15514,15991,635,,,11,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],260.,
261,Regulatory & Compliance,master,15514,15993,776,,,3,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],261.,
262,Assess,master,15993,15997,110,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],262.,
263,Remediation,master,15993,15999,784,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],263.,
264,Report,master,15993,16001,787,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],264.,
265,Reporting,master,15514,16003,788,,,13,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],265.,
266,Risk & Quality Management,master,15514,16005,806,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],266.,
267,Monitor,master,16005,16009,582,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],267.,
268,Evaluate,master,16005,16011,412,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],268.,
269,Report,master,16005,16013,787,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],269.,
270,Strategy and Planning,master,15514,16015,888,,,14,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],270.,
271,Cleaning & Decontamination,master,15512,16017,224,,,21,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],271.,
272,Call Centers,master,15524,16019,180,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],272.,
273,Collaborative,master,15524,16021,242,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],273.,
274,Customer Loyalty Programs,master,15524,16023,326,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],274.,
275,Online Support,master,15524,16025,605,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],275.,
276,Robots for Customer Interaction,master,15524,16027,816,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],276.,
277,Sentiment Analysis/AI,master,15524,16029,847,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],277.,
278,Social Media,master,15524,16031,869,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],278.,
279,Forecasting,master,15530,16033,444,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],279.,
280,Price,master,16033,16037,690,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],280.,
281,Demand,master,15534,16039,358,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],281.,
282,Human Resources,master,15534,16041,470,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],282.,
283,Inventory,master,15534,16043,505,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],283.,
284,Recycle,master,15912,16045,767,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],284.,
285,Transportation Management,master,15912,16047,924,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],285.,
286,Waste Management & Disposal,master,15912,16049,946,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],286.,
287,Analytics,master,15705,16051,103,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],287.,
288,Predictive,master,16051,16052,685,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],288.,
289,Data Visualizations,master,16051,16054,351,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],289.,
290,Forecasting,master,16051,16056,444,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],290.,
291,Maintenance Monitoring,master,16051,16058,548,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],291.,
292,Performance Monitoring,master,16051,16060,653,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],292.,
293,Pattern Recognition,master,16051,16062,642,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],293.,
294,Application Development,master,15705,16064,105,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],294.,
295,3D Printing,master,16064,16066,80,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],295.,
296,Maintenance Repair and Operating Supply (MRO),master,16066,16068,549,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],296.,
